,BiDirec,Num_layers,Size,Dropout,Reg,Gen.,Prec.,Fit.,average
0,True,1,16,0.0,0.0,0.02711631730989495,0.9418125000000002,0.9494378874301994,0.6394555682466981
1,True,1,16,0.0,1e-05,0.24694306672390465,0.9446041666666669,0.950456614277409,0.7140012825559935
2,True,1,16,0.0,0.0001,0.7046342318892793,0.9378333333333336,0.9397792040705368,0.8607489230977166
3,True,1,16,0.0,0.001,0.765448639777621,0.9261145833333335,0.9275097948634107,0.8730243393247884
4,True,1,16,0.0,0.01,0.8036226587379031,0.8990625000000003,0.8999290886516866,0.8675380824631967
5,True,1,16,0.2,0.0,0.016409766989729006,0.9460625000000004,0.953814309586442,0.6387621921920571
6,True,1,16,0.2,1e-05,0.41160870496659996,0.9434166666666669,0.9477985308031158,0.7676079674787942
7,True,1,16,0.2,0.0001,0.6494156313963559,0.930697916666667,0.9330940631607814,0.8377358704079348
8,True,1,16,0.2,0.001,0.7896061580960967,0.938385416666667,0.9396691975736424,0.8892202574454687
9,True,1,16,0.2,0.01,0.41340607705611687,0.5645729166666669,0.5658503251475094,0.5146097729567644
10,True,1,16,0.4,0.0,0.11608282928414941,0.9429687500000004,0.9498342484409575,0.6696286092417024
11,True,1,16,0.4,1e-05,0.5114809641711072,0.9454895833333335,0.9491618770063478,0.8020441415035963
12,True,1,16,0.4,0.0001,0.6877294403705823,0.9383437500000003,0.9404959561078537,0.8555230488261455
13,True,1,16,0.4,0.001,0.7328237085254103,0.9301041666666667,0.9318391661263912,0.8649223471061561
14,True,1,16,0.4,0.01,0.425656584683949,0.4256875,0.4257240598893526,0.42568938152443386
15,True,1,16,0.6,0.0,0.061907817765903574,0.9375312500000003,0.9448254831691888,0.6480881836450308
16,True,1,16,0.6,1e-05,0.3575585671781439,0.9405520833333336,0.9453401853760814,0.747816945295853
17,True,1,16,0.6,0.0001,0.6785813354781016,0.9132916666666668,0.915221524263158,0.8356981754693088
18,True,1,16,0.6,0.001,0.801407224925549,0.924979166666667,0.9260260836806699,0.8841374917576287
19,True,1,16,0.6,0.01,0.20402901313987798,0.19540625000000003,0.1953245596830268,0.1982532742743016
20,True,1,32,0.0,0.0,0.03478438259615846,0.9459062500000002,0.9535245902228183,0.6447384076063257
21,True,1,32,0.0,1e-05,0.3346229223606393,0.9448229166666668,0.9499095139951333,0.7431184510074799
22,True,1,32,0.0,0.0001,0.6254057714116011,0.9410208333333338,0.9436045880276852,0.8366770642575401
23,True,1,32,0.0,0.001,0.7641060232605845,0.9299166666666666,0.9313597700322997,0.8751274866531836
24,True,1,32,0.0,0.01,0.7537835550878114,0.8863333333333334,0.8874568279639461,0.8425245721283637
25,True,1,32,0.2,0.0,0.03247274839813835,0.9421250000000002,0.9496990329237669,0.6414322604406352
26,True,1,32,0.2,1e-05,0.4943843889183127,0.9437083333333336,0.947492692860989,0.7951951383708784
27,True,1,32,0.2,0.0001,0.6374508081253074,0.9429270833333336,0.9455501709886462,0.8419760208157624
28,True,1,32,0.2,0.001,0.8492846732345821,0.9373229166666669,0.9381143117332462,0.9082406338781651
29,True,1,32,0.2,0.01,0.5425978459984682,0.6043854166666669,0.6049107325647958,0.5839646650766436
30,True,1,32,0.4,0.0,0.04275960470318921,0.9408750000000001,0.9483435087588703,0.6439927044873532
31,True,1,32,0.4,1e-05,0.6163947145957904,0.9464270833333337,0.9491949131579706,0.8373389036956982
32,True,1,32,0.4,0.0001,0.7234900604307065,0.9419583333333336,0.9438171468157323,0.8697551801932574
33,True,1,32,0.4,0.001,0.7969046725503892,0.9377604166666669,0.9389959489617776,0.8912203460596112
34,True,1,32,0.4,0.01,0.33953558039674214,0.32419791666666675,0.32413068399403355,0.3292880603524808
35,True,1,32,0.6,0.0,0.0035714285714285713,0.9447812500000002,0.9526188085100915,0.6336571623605067
36,True,1,32,0.6,1e-05,0.5484747406632853,0.9448229166666671,0.9481349000478205,0.8138108524592577
37,True,1,32,0.6,0.0001,0.7598878368737975,0.9415312500000003,0.9430941515505551,0.8815044128081176
38,True,1,32,0.6,0.001,0.8419553469919376,0.9333229166666668,0.9341558800437939,0.9031447145674661
39,True,1,32,0.6,0.01,0.1733851736531156,0.2442083333333334,0.2448236048567808,0.22080570394774326
40,True,1,64,0.0,0.0,0.025377530968972398,0.9480312500000003,0.9557263940517944,0.6430450583402557
41,True,1,64,0.0,1e-05,0.35384904133686734,0.9457812500000002,0.9506977009014237,0.750109330746097
42,True,1,64,0.0,0.0001,0.5888737502128721,0.9376145833333334,0.9405690711497567,0.8223524682319874
43,True,1,64,0.0,0.001,0.7482199820555395,0.9258020833333334,0.9273693643693749,0.8671304765860826
44,True,1,64,0.0,0.01,0.7964591976211441,0.8999479166666666,0.9008440450243709,0.8657503864373939
45,True,1,64,0.2,0.0,0.014085710859531395,0.9462708333333337,0.95403528641848,0.6381306102037817
46,True,1,64,0.2,1e-05,0.5287328216606968,0.9428333333333334,0.9463293488565165,0.8059651679501822
47,True,1,64,0.2,0.0001,0.7210553404290944,0.943479166666667,0.9453508012269498,0.8699617694409038
48,True,1,64,0.2,0.001,0.7693417994476558,0.9393541666666669,0.9408459269857777,0.8831806310333669
49,True,1,64,0.2,0.01,0.6023093545338716,0.7019062500000001,0.7028186526164774,0.6690114190501163
50,True,1,64,0.4,0.0,0.0243465274974115,0.9450520833333336,0.9527229193834832,0.6407071767380761
51,True,1,64,0.4,1e-05,0.6290432187734603,0.9460000000000003,0.948668487792881,0.8412372355221139
52,True,1,64,0.4,0.0001,0.7891579422857758,0.9434270833333336,0.9447622585970723,0.8924490947387271
53,True,1,64,0.4,0.001,0.8554196829964821,0.9418020833333336,0.9425882322177237,0.9132699995158463
54,True,1,64,0.4,0.01,0.36298323244819586,0.47272916666666676,0.4736785206939953,0.436463639936286
55,True,1,64,0.6,0.0,0.032838702812912304,0.9445312500000002,0.9521378535790308,0.6431692687973144
56,True,1,64,0.6,1e-05,0.7032294253936908,0.9466979166666669,0.9487559268678993,0.866227756309419
57,True,1,64,0.6,0.0001,0.7307337595777968,0.946479166666667,0.9483360501003398,0.8751829921149344
58,True,1,64,0.6,0.001,0.8014960027226357,0.9384895833333338,0.9396794660909191,0.8932216840489628
59,True,1,64,0.6,0.01,0.2771676009541725,0.2729583333333333,0.2729338889975603,0.2743532744283554
60,True,2,16,0.0,0.0,0.04005288727630527,0.9469166666666669,0.9544252877023784,0.6471316138817835
61,True,2,16,0.0,1e-05,0.34442435640785934,0.9434583333333335,0.9484405454100742,0.7454410783837556
62,True,2,16,0.0,0.0001,0.6438947606460345,0.9371041666666668,0.9396506894959207,0.8402165389362074
63,True,2,16,0.0,0.001,0.8020441565712721,0.9395000000000002,0.9406979389877902,0.8940806985196875
64,True,2,16,0.0,0.01,0.0,0.0,0.0,0.0
65,True,2,16,0.2,0.0,0.04215167548500882,0.939729166666667,0.9472665138808131,0.6430491186774963
66,True,2,16,0.2,1e-05,0.3405562741151886,0.9392812500000003,0.9444707241423668,0.7414360827525185
67,True,2,16,0.2,0.0001,0.7720094657146432,0.942541666666667,0.9440587611523128,0.8862032978445411
68,True,2,16,0.2,0.001,0.7987603280206848,0.9410312500000004,0.9422639665250543,0.8940185148485797
69,True,2,16,0.2,0.01,0.0,0.0,0.0,0.0
70,True,2,16,0.4,0.0,0.039712730193331214,0.9382500000000003,0.9457281595054757,0.6412302965662691
71,True,2,16,0.4,1e-05,0.42414492143016336,0.9421770833333336,0.9464632980498162,0.7709284342711044
72,True,2,16,0.4,0.0001,0.7277656802382563,0.9379166666666668,0.9396894539951408,0.868457266966688
73,True,2,16,0.4,0.001,0.8307047672152025,0.9375416666666668,0.9384555116984032,0.9022339818600909
74,True,2,16,0.4,0.01,0.0,0.0,0.0,0.0
75,True,2,16,0.6,0.0,0.4323624183630351,0.940572916666667,0.9449002092781937,0.772611848102632
76,True,2,16,0.6,1e-05,0.6210426578333998,0.940666666666667,0.943386122645078,0.8350318157150483
77,True,2,16,0.6,0.0001,0.8559734640830481,0.9303750000000003,0.9310429438505232,0.9057971359778572
78,True,2,16,0.6,0.001,0.7400257892052862,0.8587187500000001,0.8597197779365351,0.8194881057139405
79,True,2,16,0.6,0.01,0.0,0.0,0.0,0.0
80,True,2,32,0.0,0.0,0.0029168362501695837,0.9432395833333336,0.9510733938617425,0.6324099378150819
81,True,2,32,0.0,1e-05,0.3765624917387434,0.9445729166666669,0.9493639292435461,0.7568331125496521
82,True,2,32,0.0,0.0001,0.6837532131927447,0.9392500000000001,0.9414846222990938,0.8548292784972796
83,True,2,32,0.0,0.001,0.7235145759105972,0.9375729166666669,0.9394077383736519,0.8668317436503052
84,True,2,32,0.0,0.01,0.0,0.0,0.0,0.0
85,True,2,32,0.2,0.0,0.04047619047619048,0.9435937500000002,0.9510991086891581,0.6450563497217829
86,True,2,32,0.2,1e-05,0.34820120595698156,0.943541666666667,0.9484801486502932,0.746741007091314
87,True,2,32,0.2,0.0001,0.7084273307224187,0.9434583333333336,0.9453526264582353,0.8657460968379959
88,True,2,32,0.2,0.001,0.8325885779177791,0.9432395833333338,0.9442266433894182,0.9066849348801771
89,True,2,32,0.2,0.01,0.0,0.0,0.0,0.0
90,True,2,32,0.4,0.0,0.0,0.9395104166666668,0.947337160387253,0.6289491923513065
91,True,2,32,0.4,1e-05,0.5346761591795449,0.9434375000000004,0.9469254948813739,0.8083463846869731
92,True,2,32,0.4,0.0001,0.7876317141046122,0.9431145833333335,0.94448987451628,0.8917453906514087
93,True,2,32,0.4,0.001,0.8405557173899804,0.9409583333333337,0.9418426743332172,0.9077855750188437
94,True,2,32,0.4,0.01,0.0,0.0,0.0,0.0
95,True,2,32,0.6,0.0,0.002380952380952381,0.9391354166666669,0.946937673944952,0.6294846809975237
96,True,2,32,0.6,1e-05,0.6458175760513164,0.9446979166666668,0.9473667335620721,0.8459607420933518
97,True,2,32,0.6,0.0001,0.8108829789352652,0.9426354166666672,0.9437653275685666,0.8990945743901663
98,True,2,32,0.6,0.001,0.7513680347202587,0.8800625000000003,0.8812090407693803,0.8375465251632132
99,True,2,32,0.6,0.01,0.0,0.0,0.0,0.0
100,True,2,64,0.0,0.0,0.0,0.9403645833333338,0.9481936120375801,0.6295193984569712
101,True,2,64,0.0,1e-05,0.4994566836791751,0.9296666666666669,0.9332883377759416,0.7874705627072611
102,True,2,64,0.0,0.0001,0.5445633186108865,0.941041666666667,0.9442475395019126,0.8099508415931553
103,True,2,64,0.0,0.001,0.7909988084331605,0.9399687500000005,0.9412977394435982,0.890755099292253
104,True,2,64,0.0,0.01,0.0,0.0,0.0,0.0
105,True,2,64,0.2,0.0,0.0012376237623762376,0.9421666666666668,0.9500021756786555,0.6311354887025662
106,True,2,64,0.2,1e-05,0.6340186317299246,0.9391458333333336,0.9416659144439916,0.8382767931690832
107,True,2,64,0.2,0.0001,0.8026737750536611,0.943260416666667,0.9444899928883048,0.896808061536211
108,True,2,64,0.2,0.001,0.829979942571419,0.9356354166666669,0.9365752122296724,0.9007301904892527
109,True,2,64,0.2,0.01,0.0,0.0,0.0,0.0
110,True,2,64,0.4,0.0,0.005745994221171526,0.9459583333333337,0.9537949491240121,0.6351664255595058
111,True,2,64,0.4,1e-05,0.5738595420816915,0.9440937500000003,0.9469888622390744,0.8216473847735887
112,True,2,64,0.4,0.0001,0.7630375987313474,0.9448854166666669,0.9464113801033336,0.8847781318337825
113,True,2,64,0.4,0.001,0.8476887615501476,0.9422604166666669,0.943103287624878,0.9110174886138975
114,True,2,64,0.4,0.01,0.0,0.0,0.0,0.0
115,True,2,64,0.6,0.0,0.0024752475247524753,0.9378958333333336,0.9456898961891239,0.62868699234907
116,True,2,64,0.6,1e-05,0.6765600514237334,0.9459375000000003,0.9482273899579086,0.8569083137938808
117,True,2,64,0.6,0.0001,0.8097901293864114,0.9448020833333336,0.94598205617861,0.9001914229661184
118,True,2,64,0.6,0.001,0.8104131018655218,0.9149583333333335,0.9158792480962977,0.8804168944317178
119,True,2,64,0.6,0.01,0.0,0.0,0.0,0.0
120,False,1,16,0.0,0.0,0.015170626231540372,0.9470729166666669,0.9548368068724219,0.6390267832568765
121,False,1,16,0.0,1e-05,0.12530659489222945,0.9477395833333336,0.9545634723726584,0.6758698835327405
122,False,1,16,0.0,0.0001,0.6297452842397323,0.9394895833333334,0.9420855080377928,0.8371067918702861
123,False,1,16,0.0,0.001,0.7045632172966217,0.9300312500000001,0.9319299191599308,0.8555081288188507
124,False,1,16,0.0,0.01,0.7544682953923496,0.9130937500000001,0.914503660073797,0.8606885684887157
125,False,1,16,0.2,0.0,0.02854874975817875,0.9415416666666672,0.9491419194507986,0.6397441119585482
126,False,1,16,0.2,1e-05,0.2487322464116351,0.9436770833333337,0.9495541492929246,0.7139878263459645
127,False,1,16,0.2,0.0001,0.6868723056001901,0.9424479166666669,0.9446055540951137,0.8579752587873236
128,False,1,16,0.2,0.001,0.803451635310582,0.9411875000000002,0.9424096245159437,0.8956829199421753
129,False,1,16,0.2,0.01,0.7333952418971791,0.7754062500000001,0.7757751690950377,0.7615255536640723
130,False,1,16,0.4,0.0,0.03569005918228005,0.9453125000000003,0.9529046960480655,0.6446357517434486
131,False,1,16,0.4,1e-05,0.3921710013968893,0.9423125000000002,0.9469370180314528,0.7604735064761141
132,False,1,16,0.4,0.0001,0.6174110913523754,0.9307812500000002,0.9334236394106821,0.8272053269210192
133,False,1,16,0.4,0.001,0.741622798590357,0.937885416666667,0.9396269374679135,0.8730450509083125
134,False,1,16,0.4,0.01,0.14270503151390546,0.1580833333333335,0.15821920785107454,0.15300252423277116
135,False,1,16,0.6,0.0,0.5325702286941727,0.9022291666666669,0.9052825671954657,0.7800273208521018
136,False,1,16,0.6,1e-05,0.5608147999242833,0.8842187500000002,0.8869766360010756,0.7773367286417864
137,False,1,16,0.6,0.0001,0.5280776746178999,0.7732291666666669,0.7753271907509899,0.6922113440118522
138,False,1,16,0.6,0.001,0.5616728689796959,0.7363541666666668,0.7378676199842265,0.678631551876863
139,False,1,16,0.6,0.01,0.03961680288151164,0.03962500000000003,0.03961726701204146,0.03961968996451771
140,False,1,32,0.0,0.0,0.008830896978445545,0.9506458333333335,0.9584917933992357,0.6393228412370049
141,False,1,32,0.0,1e-05,0.16940967043705463,0.9453333333333337,0.9517996536000446,0.688847552456811
142,False,1,32,0.0,0.0001,0.5094297662988262,0.9380000000000003,0.9415815862985918,0.7963371175324728
143,False,1,32,0.0,0.001,0.6535210650777538,0.9322187499999999,0.9345749050516061,0.8401049067097865
144,False,1,32,0.0,0.01,0.7426368598652466,0.9137604166666666,0.9152375853897157,0.8572116206405429
145,False,1,32,0.2,0.0,0.00417337627482555,0.9434166666666669,0.9512464183004617,0.6329454870806513
146,False,1,32,0.2,1e-05,0.3644892856428059,0.9444583333333335,0.9493312366648089,0.7527596185469828
147,False,1,32,0.2,0.0001,0.6517871637935645,0.9423333333333336,0.9448156955079001,0.8463120642115994
148,False,1,32,0.2,0.001,0.7978407473921804,0.9419270833333335,0.9431967368998939,0.8943215225418025
149,False,1,32,0.2,0.01,0.78008135731469,0.913,0.9141451239037921,0.8690754937394941
150,False,1,32,0.4,0.0,0.00743921873208715,0.943875,0.951675078745445,0.6343297658258441
151,False,1,32,0.4,1e-05,0.3531385586073062,0.9454062500000003,0.9503716223262382,0.7496388103111816
152,False,1,32,0.4,0.0001,0.6114073913886076,0.9442812500000001,0.9470718654698264,0.8342535022861446
153,False,1,32,0.4,0.001,0.8447880879912705,0.9419583333333337,0.9428200614761875,0.9098554942669305
154,False,1,32,0.4,0.01,0.46728029749155986,0.5378125,0.5384254604476916,0.5145060859797504
155,False,1,32,0.6,0.0,0.18378392434714813,0.9397187500000003,0.9460548157703331,0.6898524967058272
156,False,1,32,0.6,1e-05,0.43822609646180904,0.9430208333333339,0.9472515599223692,0.7761661632391706
157,False,1,32,0.6,0.0001,0.6879735719463633,0.9374062500000004,0.9395654464757608,0.8549817561407081
158,False,1,32,0.6,0.001,0.7979906698266578,0.9331979166666668,0.9343955442418699,0.8885280435783981
159,False,1,32,0.6,0.01,0.030371524922431215,0.035864583333333346,0.035910369450903826,0.034048825902222794
160,False,1,64,0.0,0.0,0.0013297872340425532,0.9472916666666671,0.9551704189560686,0.6345972909522594
161,False,1,64,0.0,1e-05,0.16090415333388777,0.9470000000000004,0.9535233667922842,0.6871425067087241
162,False,1,64,0.0,0.0001,0.688588105215006,0.9417395833333336,0.9438690081969477,0.8580655655817625
163,False,1,64,0.0,0.001,0.739234344576811,0.9328229166666666,0.9345239965112091,0.8688604192515622
164,False,1,64,0.0,0.01,0.7728500931624643,0.9084270833333336,0.9096058964573505,0.8636276909843827
165,False,1,64,0.2,0.0,0.004629629629629629,0.9452500000000003,0.9530950409471618,0.6343248901922639
166,False,1,64,0.2,1e-05,0.515313538584987,0.9421979166666667,0.9458112881068215,0.8011075811194918
167,False,1,64,0.2,0.0001,0.7110532325027826,0.9448541666666669,0.9468543551590656,0.8675872514428384
168,False,1,64,0.2,0.001,0.7782644394687317,0.9405729166666671,0.9420000624398349,0.8869458061917445
169,False,1,64,0.2,0.01,0.745885709645773,0.8102291666666668,0.8108192921577887,0.7889780561567429
170,False,1,64,0.4,0.0,0.0013736263736263737,0.944479166666667,0.952338118191098,0.6327303037437971
171,False,1,64,0.4,1e-05,0.5644590081975784,0.9463125000000003,0.9495533942662464,0.8201083008212752
172,False,1,64,0.4,0.0001,0.6819310204131052,0.9432083333333335,0.9454557748161955,0.8568650428542114
173,False,1,64,0.4,0.001,0.8175083353706465,0.9423645833333334,0.9434824708868645,0.9011184631969481
174,False,1,64,0.4,0.01,0.7171750674650674,0.7521249999999999,0.7524448255312867,0.7405816309987846
175,False,1,64,0.6,0.0,0.05292546361925039,0.9438750000000002,0.9512836806750132,0.6493613814314213
176,False,1,64,0.6,1e-05,0.53703034052263,0.9451250000000002,0.948564102102039,0.8102398142082231
177,False,1,64,0.6,0.0001,0.6924551376466087,0.9407708333333338,0.9428926244603982,0.8587061984801135
178,False,1,64,0.6,0.001,0.8423108577338709,0.9415416666666669,0.9424420554019557,0.9087648599341644
179,False,1,64,0.6,0.01,0.07465912181319777,0.08891666666666671,0.08903717284751882,0.08420432044246111
180,False,2,16,0.0,0.0,0.0010869565217391304,0.9480000000000003,0.9558866891815786,0.6349912152344394
181,False,2,16,0.0,1e-05,0.07788703671912135,0.9448541666666668,0.952125018893309,0.658288740759699
182,False,2,16,0.0,0.0001,0.6060620246916016,0.9405312500000003,0.9433228049018555,0.8299720265311525
183,False,2,16,0.0,0.001,0.5317667683349442,0.7700104166666667,0.7719975971007669,0.6912582607007925
184,False,2,16,0.0,0.01,0.0,0.0,0.0,0.0
185,False,2,16,0.2,0.0,0.14397689768976896,0.9435625000000002,0.9503383771509035,0.6792925916135575
186,False,2,16,0.2,1e-05,0.2899904089556288,0.9415520833333336,0.9469581104663476,0.7261668675851034
187,False,2,16,0.2,0.0001,0.8340918909923971,0.9423750000000002,0.9433236298831451,0.9065968402918475
188,False,2,16,0.2,0.001,0.5103426460949366,0.6235937500000002,0.6245929745755991,0.5861764568901786
189,False,2,16,0.2,0.01,0.0,0.0,0.0,0.0
190,False,2,16,0.4,0.0,0.3296794383085725,0.9323958333333335,0.9374217456883073,0.7331656724434045
191,False,2,16,0.4,1e-05,0.8188009777583893,0.9418750000000004,0.9429465920102894,0.9012075232562263
192,False,2,16,0.4,0.0001,0.7193394123774639,0.9157291666666667,0.9173670168189033,0.850811865287678
193,False,2,16,0.4,0.001,0.0960011114517164,0.1171458333333334,0.11733421799952899,0.11016038759485959
194,False,2,16,0.4,0.01,0.0,0.0,0.0,0.0
195,False,2,16,0.6,0.0,0.327776129223153,0.5113541666666668,0.5128549741131231,0.45066175666764763
196,False,2,16,0.6,1e-05,0.4089547908358339,0.5808645833333335,0.5822960625200528,0.5240384788964068
197,False,2,16,0.6,0.0001,0.26049106406818984,0.23598958333333342,0.23579771664361981,0.24409278801504772
198,False,2,16,0.6,0.001,0.04659814615572332,0.04600000000000003,0.04599771421205128,0.046198620122591544
199,False,2,16,0.6,0.01,0.0,0.0,0.0,0.0
200,False,2,32,0.0,0.0,0.0011904761904761906,0.943875,0.9517261811364701,0.6322638857756487
201,False,2,32,0.0,1e-05,0.031249507539796145,0.9451770833333335,0.9527992561930251,0.6430752823553849
202,False,2,32,0.0,0.0001,0.6970596370423644,0.9427708333333336,0.9448358416186874,0.8615554373314618
203,False,2,32,0.0,0.001,0.5365306398311988,0.8057604166666668,0.80801949901062,0.7167701851694952
204,False,2,32,0.0,0.01,0.0,0.0,0.0,0.0
205,False,2,32,0.2,0.0,0.0,0.946885416666667,0.9547726258556257,0.6338860141740975
206,False,2,32,0.2,1e-05,0.14379308275407413,0.9421562500000003,0.9489112329722288,0.6782868552421011
207,False,2,32,0.2,0.0001,0.728322788753175,0.9435208333333336,0.9453734129086017,0.8724056783317033
208,False,2,32,0.2,0.001,0.5223145790713637,0.6864375000000003,0.6878198030416915,0.6321906273710185
209,False,2,32,0.2,0.01,0.0,0.0,0.0,0.0
210,False,2,32,0.4,0.0,0.0,0.9403020833333335,0.9481329472469927,0.6294783435267753
211,False,2,32,0.4,1e-05,0.7218786593969012,0.944635416666667,0.9465166382535627,0.8710102381057103
212,False,2,32,0.4,0.0001,0.7472843543273227,0.9447708333333336,0.9464744242162539,0.8795098706256367
213,False,2,32,0.4,0.001,0.23947254208906876,0.2573333333333334,0.25748681235336557,0.2514308959252559
214,False,2,32,0.4,0.01,0.0,0.0,0.0,0.0
215,False,2,32,0.6,0.0,0.6029885056236176,0.9358958333333336,0.9385460257188444,0.8258101215585986
216,False,2,32,0.6,1e-05,0.7339940859619956,0.9419895833333336,0.9437961644633215,0.8732599445862169
217,False,2,32,0.6,0.0001,0.7417903543634744,0.9210208333333334,0.9225691954528071,0.8617934610498716
218,False,2,32,0.6,0.001,0.07796688768385615,0.0714479166666667,0.07139486950383826,0.07360322461812037
219,False,2,32,0.6,0.01,0.0,0.0,0.0,0.0
220,False,2,64,0.0,0.0,0.0,0.9445416666666671,0.9524085732966521,0.6323167466544397
221,False,2,64,0.0,1e-05,0.03182581553345087,0.9477187500000003,0.955349733277049,0.6449647662701667
222,False,2,64,0.0,0.0001,0.621058035831516,0.9400208333333335,0.9427440499261435,0.8346076396969977
223,False,2,64,0.0,0.001,0.5976181676971726,0.8671979166666667,0.869432824344804,0.7780829695695477
224,False,2,64,0.0,0.01,0.0,0.0,0.0,0.0
225,False,2,64,0.2,0.0,0.0,0.943635416666667,0.9514987209022308,0.6317113791896326
226,False,2,64,0.2,1e-05,0.32874628742739953,0.9418437500000003,0.946958183157797,0.7391827401950656
227,False,2,64,0.2,0.0001,0.7231395912337041,0.9439687500000002,0.9458554610289978,0.8709879340875674
228,False,2,64,0.2,0.001,0.7228072485422665,0.9355833333333335,0.9374222203843023,0.8652709340866341
229,False,2,64,0.2,0.01,0.0,0.0,0.0,0.0
230,False,2,64,0.4,0.0,0.0,0.941760416666667,0.9496057491419339,0.6304553886028669
231,False,2,64,0.4,1e-05,0.7093041890012058,0.9433020833333335,0.9452468155176736,0.8659510292840711
232,False,2,64,0.4,0.0001,0.732540630384425,0.94415625,0.9460121671904451,0.8742363491916234
233,False,2,64,0.4,0.001,0.3969407594432782,0.47689583333333335,0.47755136214318217,0.45046265163993127
234,False,2,64,0.4,0.01,0.0,0.0,0.0,0.0
235,False,2,64,0.6,0.0,0.10112123228313316,0.9328229166666668,0.9396364196351219,0.6578601895283073
236,False,2,64,0.6,1e-05,0.7703250683651348,0.9393333333333337,0.9408000887601189,0.8834861634861957
237,False,2,64,0.6,0.0001,0.7428149449875222,0.9353437500000004,0.9370092302500527,0.8717226417458583
238,False,2,64,0.6,0.001,0.09202235828255159,0.08445833333333337,0.08440481335375008,0.08696183498987835
239,False,2,64,0.6,0.01,0.0,0.0,0.0,0.0
